X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,season,rain_present,fire_weather_score,dryness_index,wind_effect,fuel_moisture_deficit,month_num,month_sin,month_cos,day_num,day_sin,day_cos,location_cluster
3,4,mar,sat,91.7,35.8,80.8,7.8,11.6,30,6.3,0.0,0.0,Spring,0,216.10000000000002,0.3741935483870968,73.08,1.1548387096774193,3,1.0,6.123233995736766e-17,6,-0.7818314824680299,0.6234898018587334,3
3,4,mar,sat,91.7,35.8,80.8,7.8,15.2,27,4.9,0.0,0.0,Spring,0,216.10000000000002,0.5428571428571428,74.48,1.2785714285714285,3,1.0,6.123233995736766e-17,6,-0.7818314824680299,0.6234898018587334,3
3,4,mar,mon,90.1,39.7,86.6,6.2,10.6,30,4.0,0.0,0.0,Spring,0,222.6,0.3419354838709677,42.4,1.2806451612903227,3,1.0,6.123233995736766e-17,1,0.7818314824680298,0.6234898018587336,3
3,4,aug,thu,93.0,75.3,466.6,7.7,19.6,36,3.1,0.0,0.0,Summer,0,642.6000000000001,0.5297297297297298,60.760000000000005,2.035135135135135,8,-0.8660254037844385,-0.5000000000000004,4,-0.433883739117558,-0.9009688679024191,3
3,4,aug,mon,91.5,145.4,608.2,10.7,10.3,74,2.2,0.0,0.0,Summer,0,855.8000000000001,0.13733333333333334,22.660000000000004,1.9386666666666668,8,-0.8660254037844385,-0.5000000000000004,1,0.7818314824680298,0.6234898018587336,3
3,4,aug,mon,91.5,145.4,608.2,10.7,17.1,43,5.4,0.0,0.0,Summer,0,855.8000000000001,0.38863636363636367,92.34000000000002,3.3045454545454547,8,-0.8660254037844385,-0.5000000000000004,1,0.7818314824680298,0.6234898018587336,3
3,4,sep,sun,92.4,124.1,680.7,8.5,22.5,42,5.4,0.0,0.0,Autumn,0,905.7,0.5232558139534884,121.50000000000001,2.886046511627907,9,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,3
3,4,sep,tue,84.4,73.4,671.9,3.2,17.9,45,3.1,0.0,0.0,Autumn,0,832.9000000000001,0.38913043478260867,55.489999999999995,1.5956521739130436,9,-1.0,-1.8369701987210297e-16,2,0.9749279121818236,-0.22252093395631434,3
3,4,sep,fri,94.3,85.1,692.3,15.9,19.8,50,5.4,0.0,0.0,Autumn,0,887.5999999999999,0.38823529411764707,106.92000000000002,1.668627450980392,9,-1.0,-1.8369701987210297e-16,5,-0.9749279121818236,-0.2225209339563146,3
3,4,oct,sun,92.6,46.5,691.8,8.8,20.6,24,5.4,0.0,0.0,Autumn,0,839.6999999999999,0.8240000000000001,111.24000000000001,1.86,10,-0.8660254037844386,0.5000000000000001,7,-2.4492935982947064e-16,1.0,3
3,5,mar,mon,87.6,52.2,103.8,5.0,9.0,49,2.2,0.0,0.0,Spring,0,248.60000000000002,0.18,19.8,1.044,3,1.0,6.123233995736766e-17,1,0.7818314824680298,0.6234898018587336,3
3,5,sep,fri,93.5,149.3,728.6,8.1,17.2,43,3.1,0.0,0.0,Autumn,0,979.5000000000001,0.3909090909090909,53.32,3.3931818181818185,9,-1.0,-1.8369701987210297e-16,5,-0.9749279121818236,-0.2225209339563146,3
3,5,oct,wed,91.4,37.9,673.8,5.2,15.9,46,3.6,0.0,0.0,Autumn,0,808.3,0.3382978723404255,57.24,0.8063829787234043,10,-0.8660254037844386,0.5000000000000001,3,0.43388373911755823,-0.900968867902419,3
2,5,oct,sun,92.6,46.5,691.8,8.8,15.4,35,0.9,0.0,0.0,Autumn,0,839.6999999999999,0.4277777777777778,13.860000000000001,1.2916666666666667,10,-0.8660254037844386,0.5000000000000001,7,-2.4492935982947064e-16,1.0,1
4,6,feb,sat,68.2,21.5,87.2,0.8,15.4,40,2.7,0.0,0.0,Winter,0,177.70000000000002,0.375609756097561,41.580000000000005,0.524390243902439,2,0.8660254037844386,0.5000000000000001,6,-0.7818314824680299,0.6234898018587334,3
4,6,mar,mon,87.2,23.9,64.7,4.1,14.0,39,3.1,0.0,0.0,Spring,0,179.9,0.35,43.4,0.5974999999999999,3,1.0,6.123233995736766e-17,1,0.7818314824680298,0.6234898018587336,3
4,6,mar,sun,89.3,51.3,102.2,9.6,10.6,46,4.9,0.0,0.0,Spring,0,252.4,0.225531914893617,51.940000000000005,1.0914893617021275,3,1.0,6.123233995736766e-17,7,-2.4492935982947064e-16,1.0,3
4,6,sep,thu,93.7,80.9,685.2,17.9,17.6,42,3.1,0.0,0.0,Autumn,0,877.7,0.4093023255813954,54.56000000000001,1.8813953488372095,9,-1.0,-1.8369701987210297e-16,4,-0.433883739117558,-0.9009688679024191,3
3,5,mar,tue,88.1,25.7,67.6,3.8,14.9,38,2.7,0.0,0.0,Spring,0,185.2,0.3820512820512821,40.230000000000004,0.658974358974359,3,1.0,6.123233995736766e-17,2,0.9749279121818236,-0.22252093395631434,3
3,5,aug,sat,93.5,139.4,594.2,20.3,17.6,52,5.8,0.0,0.0,Summer,0,847.4,0.33207547169811324,102.08,2.630188679245283,8,-0.8660254037844385,-0.5000000000000004,6,-0.7818314824680299,0.6234898018587334,3
3,6,sep,sun,92.4,124.1,680.7,8.5,17.2,58,1.3,0.0,0.0,Autumn,0,905.7,0.29152542372881357,22.36,2.1033898305084744,9,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,3
3,6,sep,mon,90.9,126.5,686.5,7.0,15.6,66,3.1,0.0,0.0,Autumn,0,910.9,0.23283582089552238,48.36,1.8880597014925373,9,-1.0,-1.8369701987210297e-16,1,0.7818314824680298,0.6234898018587336,3
9,9,jul,tue,85.8,48.3,313.4,3.9,18.0,42,2.7,0.0,0.36,Summer,0,451.4,0.4186046511627907,48.6,1.1232558139534883,7,-0.4999999999999997,-0.8660254037844388,2,0.9749279121818236,-0.22252093395631434,0
1,4,sep,tue,91.0,129.5,692.6,7.0,21.7,38,2.2,0.0,0.43,Autumn,0,920.1,0.5564102564102564,47.74,3.3205128205128207,9,-1.0,-1.8369701987210297e-16,2,0.9749279121818236,-0.22252093395631434,1
2,5,sep,mon,90.9,126.5,686.5,7.0,21.9,39,1.8,0.0,0.47,Autumn,0,910.9,0.5475,39.42,3.1625,9,-1.0,-1.8369701987210297e-16,1,0.7818314824680298,0.6234898018587336,1
1,2,aug,wed,95.5,99.9,513.3,13.2,23.3,31,4.5,0.0,0.55,Summer,0,721.9,0.728125,104.85000000000001,3.121875,8,-0.8660254037844385,-0.5000000000000004,3,0.43388373911755823,-0.900968867902419,1
8,6,aug,fri,90.1,108.0,529.8,12.5,21.2,51,8.9,0.0,0.61,Summer,0,740.4,0.4076923076923077,188.68,2.076923076923077,8,-0.8660254037844385,-0.5000000000000004,5,-0.9749279121818236,-0.2225209339563146,0
1,2,jul,sat,90.0,51.3,296.3,8.7,16.6,53,5.4,0.0,0.71,Summer,0,446.3,0.3074074074074074,89.64000000000001,0.95,7,-0.4999999999999997,-0.8660254037844388,6,-0.7818314824680299,0.6234898018587334,1
2,5,aug,wed,95.5,99.9,513.3,13.2,23.8,32,5.4,0.0,0.77,Summer,0,721.9,0.7212121212121212,128.52,3.0272727272727273,8,-0.8660254037844385,-0.5000000000000004,3,0.43388373911755823,-0.900968867902419,1
6,5,aug,thu,95.2,131.7,578.8,10.4,27.4,22,4.0,0.0,0.9,Summer,0,816.0999999999999,1.191304347826087,109.6,5.726086956521739,8,-0.8660254037844385,-0.5000000000000004,4,-0.433883739117558,-0.9009688679024191,2
5,4,mar,mon,90.1,39.7,86.6,6.2,13.2,40,5.4,0.0,0.95,Spring,0,222.6,0.32195121951219513,71.28,0.9682926829268294,3,1.0,6.123233995736766e-17,1,0.7818314824680298,0.6234898018587336,3
8,3,sep,tue,84.4,73.4,671.9,3.2,24.2,28,3.6,0.0,0.96,Autumn,0,832.9000000000001,0.8344827586206897,87.12,2.531034482758621,9,-1.0,-1.8369701987210297e-16,2,0.9749279121818236,-0.22252093395631434,2
2,2,aug,tue,94.8,108.3,647.1,17.0,17.4,43,6.7,0.0,1.07,Summer,0,867.2,0.39545454545454545,116.58,2.4613636363636364,8,-0.8660254037844385,-0.5000000000000004,2,0.9749279121818236,-0.22252093395631434,1
8,6,sep,thu,93.7,80.9,685.2,17.9,23.7,25,4.5,0.0,1.12,Autumn,0,877.7,0.9115384615384615,106.64999999999999,3.1115384615384616,9,-1.0,-1.8369701987210297e-16,4,-0.433883739117558,-0.9009688679024191,0
6,5,jun,fri,92.5,56.4,433.3,7.1,23.2,39,5.4,0.0,1.19,Summer,0,589.3000000000001,0.58,125.28,1.41,6,1.2246467991473532e-16,-1.0,5,-0.9749279121818236,-0.2225209339563146,2
9,9,jul,sun,90.1,68.6,355.2,7.2,24.8,29,2.2,0.0,1.36,Summer,0,521.1,0.8266666666666667,54.56000000000001,2.2866666666666666,7,-0.4999999999999997,-0.8660254037844388,7,-2.4492935982947064e-16,1.0,0
3,4,jul,sat,90.1,51.2,424.1,6.2,24.6,43,1.8,0.0,1.43,Summer,0,571.6000000000001,0.5590909090909091,44.28,1.1636363636363638,7,-0.4999999999999997,-0.8660254037844388,6,-0.7818314824680299,0.6234898018587334,3
5,4,sep,fri,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,1.46,Autumn,0,887.5999999999999,0.41875,98.49000000000001,1.7729166666666665,9,-1.0,-1.8369701987210297e-16,5,-0.9749279121818236,-0.2225209339563146,3
1,5,sep,sat,93.4,145.4,721.4,8.1,29.6,27,2.7,0.0,1.46,Autumn,0,968.3000000000001,1.0571428571428572,79.92000000000002,5.192857142857143,9,-1.0,-1.8369701987210297e-16,6,-0.7818314824680299,0.6234898018587334,1
7,4,aug,sun,94.8,108.3,647.1,17.0,16.4,47,1.3,0.0,1.56,Summer,0,867.2,0.3416666666666666,21.32,2.25625,8,-0.8660254037844385,-0.5000000000000004,7,-2.4492935982947064e-16,1.0,2
2,4,sep,sat,93.4,145.4,721.4,8.1,28.6,27,2.2,0.0,1.61,Autumn,0,968.3000000000001,1.0214285714285716,62.92000000000001,5.192857142857143,9,-1.0,-1.8369701987210297e-16,6,-0.7818314824680299,0.6234898018587334,1
2,2,aug,wed,92.1,111.2,654.1,9.6,18.4,45,3.6,0.0,1.63,Summer,0,867.0000000000001,0.39999999999999997,66.24,2.4173913043478263,8,-0.8660254037844385,-0.5000000000000004,3,0.43388373911755823,-0.900968867902419,1
2,4,aug,wed,92.1,111.2,654.1,9.6,20.5,35,4.0,0.0,1.64,Summer,0,867.0000000000001,0.5694444444444444,82.0,3.088888888888889,8,-0.8660254037844385,-0.5000000000000004,3,0.43388373911755823,-0.900968867902419,1
7,4,sep,fri,92.4,117.9,668.0,12.2,19.0,34,5.8,0.0,1.69,Autumn,0,890.5,0.5428571428571428,110.2,3.3685714285714288,9,-1.0,-1.8369701987210297e-16,5,-0.9749279121818236,-0.2225209339563146,2
7,4,mar,mon,90.1,39.7,86.6,6.2,16.1,29,3.1,0.0,1.75,Spring,0,222.6,0.5366666666666667,49.910000000000004,1.3233333333333335,3,1.0,6.123233995736766e-17,1,0.7818314824680298,0.6234898018587336,2
6,4,aug,thu,95.2,131.7,578.8,10.4,20.3,41,4.0,0.0,1.9,Summer,0,816.0999999999999,0.48333333333333334,81.2,3.1357142857142852,8,-0.8660254037844385,-0.5000000000000004,4,-0.433883739117558,-0.9009688679024191,2
6,3,mar,sat,90.6,50.1,100.4,7.8,15.2,31,8.5,0.0,1.94,Spring,0,248.9,0.475,129.2,1.565625,3,1.0,6.123233995736766e-17,6,-0.7818314824680299,0.6234898018587334,2
8,6,sep,sat,92.5,121.1,674.4,8.6,17.8,56,1.8,0.0,1.95,Autumn,0,896.6,0.312280701754386,32.04,2.1245614035087717,9,-1.0,-1.8369701987210297e-16,6,-0.7818314824680299,0.6234898018587334,0
8,5,sep,sun,89.7,90.0,704.4,4.8,17.8,67,2.2,0.0,2.01,Autumn,0,888.8999999999999,0.26176470588235295,39.160000000000004,1.3235294117647058,9,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0
6,5,mar,thu,84.9,18.2,55.0,3.0,5.3,70,4.5,0.0,2.14,Spring,0,161.10000000000002,0.07464788732394366,23.849999999999998,0.2563380281690141,3,1.0,6.123233995736766e-17,4,-0.433883739117558,-0.9009688679024191,2
6,5,aug,wed,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,2.29,Summer,0,867.0000000000001,0.3458333333333334,14.940000000000001,2.316666666666667,8,-0.8660254037844385,-0.5000000000000004,3,0.43388373911755823,-0.900968867902419,2
6,5,aug,wed,96.0,127.1,570.5,16.5,23.4,33,4.5,0.0,2.51,Summer,0,810.1,0.6882352941176471,105.3,3.738235294117647,8,-0.8660254037844385,-0.5000000000000004,3,0.43388373911755823,-0.900968867902419,2
6,5,mar,fri,91.2,48.3,97.8,12.5,14.6,26,9.4,0.0,2.53,Spring,0,249.8,0.5407407407407407,137.24,1.7888888888888888,3,1.0,6.123233995736766e-17,5,-0.9749279121818236,-0.2225209339563146,2
8,6,aug,thu,95.2,131.7,578.8,10.4,20.7,45,2.2,0.0,2.55,Summer,0,816.0999999999999,0.45,45.54,2.8630434782608694,8,-0.8660254037844385,-0.5000000000000004,4,-0.433883739117558,-0.9009688679024191,0
5,4,sep,wed,92.9,133.3,699.6,9.2,21.9,35,1.8,0.0,2.57,Autumn,0,935.0000000000001,0.6083333333333333,39.42,3.702777777777778,9,-1.0,-1.8369701987210297e-16,3,0.43388373911755823,-0.900968867902419,3
8,6,aug,wed,85.6,90.4,609.6,6.6,17.4,50,4.0,0.0,2.69,Summer,0,792.2,0.34117647058823525,69.6,1.7725490196078433,8,-0.8660254037844385,-0.5000000000000004,3,0.43388373911755823,-0.900968867902419,0
7,4,aug,sun,91.4,142.4,601.4,10.6,20.1,39,5.4,0.0,2.74,Summer,0,845.8000000000001,0.5025000000000001,108.54000000000002,3.56,8,-0.8660254037844385,-0.5000000000000004,7,-2.4492935982947064e-16,1.0,2
4,4,sep,mon,90.9,126.5,686.5,7.0,17.7,39,2.2,0.0,3.07,Autumn,0,910.9,0.4425,38.940000000000005,3.1625,9,-1.0,-1.8369701987210297e-16,1,0.7818314824680298,0.6234898018587336,3
1,4,aug,sat,90.2,96.9,624.2,8.9,14.2,53,1.8,0.0,3.5,Summer,0,820.2,0.26296296296296295,25.56,1.7944444444444445,8,-0.8660254037844385,-0.5000000000000004,6,-0.7818314824680299,0.6234898018587334,1
1,4,aug,sat,90.2,96.9,624.2,8.9,20.3,39,4.9,0.0,4.53,Summer,0,820.2,0.5075000000000001,99.47000000000001,2.4225000000000003,8,-0.8660254037844385,-0.5000000000000004,6,-0.7818314824680299,0.6234898018587334,1
6,5,apr,thu,81.5,9.1,55.2,2.7,5.8,54,5.8,0.0,4.61,Spring,0,148.5,0.10545454545454545,33.64,0.16545454545454544,4,0.8660254037844387,-0.4999999999999998,4,-0.433883739117558,-0.9009688679024191,2
2,5,aug,sun,90.2,99.6,631.2,6.3,19.2,44,2.7,0.0,4.69,Summer,0,827.3,0.42666666666666664,51.84,2.2133333333333334,8,-0.8660254037844385,-0.5000000000000004,7,-2.4492935982947064e-16,1.0,1
2,5,sep,wed,90.1,82.9,735.7,6.2,18.3,45,2.2,0.0,4.88,Autumn,0,914.9000000000001,0.3978260869565218,40.260000000000005,1.8021739130434784,9,-1.0,-1.8369701987210297e-16,3,0.43388373911755823,-0.900968867902419,1
8,6,aug,tue,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,5.23,Summer,0,859.6,0.21492537313432836,77.76,2.1985074626865675,8,-0.8660254037844385,-0.5000000000000004,2,0.9749279121818236,-0.22252093395631434,0
1,3,sep,sun,92.4,124.1,680.7,8.5,23.9,32,6.7,0.0,5.33,Autumn,0,905.7,0.7242424242424242,160.13,3.7606060606060603,9,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,1
8,6,oct,mon,84.9,32.8,664.2,3.0,19.1,32,4.0,0.0,5.44,Autumn,0,784.9000000000001,0.5787878787878789,76.4,0.9939393939393939,10,-0.8660254037844386,0.5000000000000001,1,0.7818314824680298,0.6234898018587336,0
5,4,feb,sun,86.8,15.6,48.3,3.9,12.4,53,2.2,0.0,6.38,Winter,0,154.6,0.22962962962962963,27.280000000000005,0.28888888888888886,2,0.8660254037844386,0.5000000000000001,7,-2.4492935982947064e-16,1.0,3
7,4,oct,mon,91.7,48.5,696.1,11.1,16.8,45,4.5,0.0,6.83,Autumn,0,847.4,0.3652173913043478,75.60000000000001,1.0543478260869565,10,-0.8660254037844386,0.5000000000000001,1,0.7818314824680298,0.6234898018587336,2
8,6,aug,fri,93.9,135.7,586.7,15.1,20.8,34,4.9,0.0,6.96,Summer,0,831.4000000000001,0.5942857142857143,101.92000000000002,3.877142857142857,8,-0.8660254037844385,-0.5000000000000004,5,-0.9749279121818236,-0.2225209339563146,0
2,5,sep,tue,91.0,129.5,692.6,7.0,17.6,46,3.1,0.0,7.04,Autumn,0,920.1,0.374468085106383,54.56000000000001,2.75531914893617,9,-1.0,-1.8369701987210297e-16,2,0.9749279121818236,-0.22252093395631434,1
8,6,mar,sun,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,7.19,Spring,0,252.4,0.2875,66.7,1.2825,3,1.0,6.123233995736766e-17,7,-2.4492935982947064e-16,1.0,0
1,5,sep,mon,90.9,126.5,686.5,7.0,21.0,42,2.2,0.0,7.3,Autumn,0,910.9,0.4883720930232558,46.2,2.941860465116279,9,-1.0,-1.8369701987210297e-16,1,0.7818314824680298,0.6234898018587336,1
6,4,mar,sat,90.8,41.9,89.4,7.9,13.3,42,0.9,0.0,7.4,Spring,0,230.0,0.30930232558139537,11.97,0.9744186046511628,3,1.0,6.123233995736766e-17,6,-0.7818314824680299,0.6234898018587334,2
7,4,mar,sun,90.7,44.0,92.4,5.5,11.5,60,4.0,0.0,8.24,Spring,0,232.6,0.1885245901639344,46.0,0.7213114754098361,3,1.0,6.123233995736766e-17,7,-2.4492935982947064e-16,1.0,2
6,5,mar,fri,91.2,48.3,97.8,12.5,11.7,33,4.0,0.0,8.31,Spring,0,249.8,0.34411764705882353,46.8,1.4205882352941175,3,1.0,6.123233995736766e-17,5,-0.9749279121818236,-0.2225209339563146,2
2,5,aug,thu,95.2,131.7,578.8,10.4,24.2,28,2.7,0.0,8.68,Summer,0,816.0999999999999,0.8344827586206897,65.34,4.541379310344827,8,-0.8660254037844385,-0.5000000000000004,4,-0.433883739117558,-0.9009688679024191,1
2,2,aug,tue,94.8,108.3,647.1,17.0,24.6,22,4.5,0.0,8.71,Summer,0,867.2,1.0695652173913044,110.7,4.708695652173913,8,-0.8660254037844385,-0.5000000000000004,2,0.9749279121818236,-0.22252093395631434,1
4,5,sep,wed,92.9,133.3,699.6,9.2,24.3,25,4.0,0.0,9.41,Autumn,0,935.0000000000001,0.9346153846153846,97.2,5.126923076923077,9,-1.0,-1.8369701987210297e-16,3,0.43388373911755823,-0.900968867902419,3
2,2,aug,tue,94.8,108.3,647.1,17.0,24.6,22,4.5,0.0,10.01,Summer,0,867.2,1.0695652173913044,110.7,4.708695652173913,8,-0.8660254037844385,-0.5000000000000004,2,0.9749279121818236,-0.22252093395631434,1
2,5,aug,fri,93.9,135.7,586.7,15.1,23.5,36,5.4,0.0,10.02,Summer,0,831.4000000000001,0.6351351351351351,126.9,3.667567567567567,8,-0.8660254037844385,-0.5000000000000004,5,-0.9749279121818236,-0.2225209339563146,1
6,5,apr,thu,81.5,9.1,55.2,2.7,5.8,54,5.8,0.0,10.93,Spring,0,148.5,0.10545454545454545,33.64,0.16545454545454544,4,0.8660254037844387,-0.4999999999999998,4,-0.433883739117558,-0.9009688679024191,2
4,5,sep,thu,92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,11.06,Autumn,0,945.5,1.34375,19.35,8.5625,9,-1.0,-1.8369701987210297e-16,4,-0.433883739117558,-0.9009688679024191,3
3,4,sep,tue,91.0,129.5,692.6,7.0,13.9,59,6.3,0.0,11.24,Autumn,0,920.1,0.23166666666666666,87.57,2.158333333333333,9,-1.0,-1.8369701987210297e-16,2,0.9749279121818236,-0.22252093395631434,3
2,4,sep,mon,63.5,70.8,665.3,0.8,22.6,38,3.6,0.0,11.32,Autumn,0,800.3999999999999,0.5794871794871795,81.36000000000001,1.8153846153846154,9,-1.0,-1.8369701987210297e-16,1,0.7818314824680298,0.6234898018587336,1
1,5,sep,tue,91.0,129.5,692.6,7.0,21.6,33,2.2,0.0,11.53,Autumn,0,920.1,0.6352941176470589,47.52000000000001,3.8088235294117645,9,-1.0,-1.8369701987210297e-16,2,0.9749279121818236,-0.22252093395631434,1
6,5,mar,sun,90.1,37.6,83.7,7.2,12.4,54,3.6,0.0,12.1,Spring,0,218.59999999999997,0.22545454545454546,44.64,0.6836363636363637,3,1.0,6.123233995736766e-17,7,-2.4492935982947064e-16,1.0,2
7,4,feb,sun,83.9,8.7,32.1,2.1,8.8,68,2.2,0.0,13.05,Winter,0,126.80000000000001,0.127536231884058,19.360000000000003,0.12608695652173912,2,0.8660254037844386,0.5000000000000001,7,-2.4492935982947064e-16,1.0,2
8,6,oct,wed,91.4,37.9,673.8,5.2,20.2,37,2.7,0.0,13.7,Autumn,0,808.3,0.531578947368421,54.54,0.9973684210526316,10,-0.8660254037844386,0.5000000000000001,3,0.43388373911755823,-0.900968867902419,0
5,6,mar,sat,90.6,50.1,100.4,7.8,15.1,64,4.0,0.0,13.99,Spring,0,248.9,0.2323076923076923,60.4,0.7707692307692308,3,1.0,6.123233995736766e-17,6,-0.7818314824680299,0.6234898018587334,3
4,5,sep,thu,92.9,137.0,706.4,9.2,22.1,34,1.8,0.0,14.57,Autumn,0,945.5,0.6314285714285715,39.78,3.914285714285714,9,-1.0,-1.8369701987210297e-16,4,-0.433883739117558,-0.9009688679024191,3
2,2,aug,sat,93.5,139.4,594.2,20.3,22.9,31,7.2,0.0,15.45,Summer,0,847.4,0.715625,164.88,4.35625,8,-0.8660254037844385,-0.5000000000000004,6,-0.7818314824680299,0.6234898018587334,1
7,5,sep,tue,91.0,129.5,692.6,7.0,20.7,37,2.2,0.0,17.2,Autumn,0,920.1,0.5447368421052632,45.54,3.4078947368421053,9,-1.0,-1.8369701987210297e-16,2,0.9749279121818236,-0.22252093395631434,2
6,5,sep,fri,92.4,117.9,668.0,12.2,19.6,33,6.3,0.0,19.23,Autumn,0,890.5,0.5764705882352942,123.48,3.4676470588235295,9,-1.0,-1.8369701987210297e-16,5,-0.9749279121818236,-0.2225209339563146,2
8,3,sep,thu,93.7,80.9,685.2,17.9,23.2,26,4.9,0.0,23.41,Autumn,0,877.7,0.8592592592592593,113.68,2.9962962962962965,9,-1.0,-1.8369701987210297e-16,4,-0.433883739117558,-0.9009688679024191,2
4,4,oct,sat,90.6,43.7,686.9,6.7,18.4,25,3.1,0.0,24.23,Autumn,0,827.9000000000001,0.7076923076923076,57.04,1.6807692307692308,10,-0.8660254037844386,0.5000000000000001,6,-0.7818314824680299,0.6234898018587334,3
7,4,aug,sat,93.5,139.4,594.2,20.3,5.1,96,5.8,0.0,26.0,Summer,0,847.4,0.05257731958762886,29.58,1.4371134020618557,8,-0.8660254037844385,-0.5000000000000004,6,-0.7818314824680299,0.6234898018587334,2
7,4,sep,fri,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,26.13,Autumn,0,887.5999999999999,0.41875,98.49000000000001,1.7729166666666665,9,-1.0,-1.8369701987210297e-16,5,-0.9749279121818236,-0.2225209339563146,2
7,3,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,27.35,Spring,0,248.60000000000002,0.23404255319148937,63.8,1.1106382978723406,3,1.0,6.123233995736766e-17,1,0.7818314824680298,0.6234898018587336,2
4,4,mar,sat,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,28.66,Spring,0,216.10000000000002,0.6071428571428571,83.30000000000001,1.2785714285714285,3,1.0,6.123233995736766e-17,6,-0.7818314824680299,0.6234898018587334,3
4,4,sep,sun,92.4,124.1,680.7,8.5,16.9,60,1.3,0.0,29.48,Autumn,0,905.7,0.27704918032786885,21.97,2.0344262295081967,9,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,3
1,3,sep,mon,88.6,91.8,709.9,7.1,12.4,73,6.3,0.0,30.32,Autumn,0,897.4,0.16756756756756758,78.12,1.2405405405405405,9,-1.0,-1.8369701987210297e-16,1,0.7818314824680298,0.6234898018587336,1
4,5,sep,wed,92.9,133.3,699.6,9.2,19.4,19,1.3,0.0,31.72,Autumn,0,935.0000000000001,0.97,25.22,6.665000000000001,9,-1.0,-1.8369701987210297e-16,3,0.43388373911755823,-0.900968867902419,3
6,5,mar,mon,90.1,39.7,86.6,6.2,15.2,27,3.1,0.0,31.86,Spring,0,222.6,0.5428571428571428,47.12,1.417857142857143,3,1.0,6.123233995736766e-17,1,0.7818314824680298,0.6234898018587336,2
8,6,aug,sun,90.2,99.6,631.2,6.3,16.2,59,3.1,0.0,32.07,Summer,0,827.3,0.26999999999999996,50.22,1.66,8,-0.8660254037844385,-0.5000000000000004,7,-2.4492935982947064e-16,1.0,0
3,4,sep,fri,93.3,141.2,713.9,13.9,18.6,49,3.6,0.0,35.88,Autumn,0,962.3,0.37200000000000005,66.96000000000001,2.824,9,-1.0,-1.8369701987210297e-16,5,-0.9749279121818236,-0.2225209339563146,3
4,3,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,36.85,Spring,0,248.60000000000002,0.23404255319148937,63.8,1.1106382978723406,3,1.0,6.123233995736766e-17,1,0.7818314824680298,0.6234898018587336,3
2,2,jul,fri,88.3,150.3,309.9,6.8,13.4,79,3.6,0.0,37.02,Summer,0,555.3,0.1675,48.24,1.8787500000000001,7,-0.4999999999999997,-0.8660254037844388,5,-0.9749279121818236,-0.2225209339563146,1
7,4,sep,wed,90.1,82.9,735.7,6.2,15.4,57,4.5,0.0,37.71,Autumn,0,914.9000000000001,0.2655172413793104,69.3,1.4293103448275863,9,-1.0,-1.8369701987210297e-16,3,0.43388373911755823,-0.900968867902419,2
4,4,sep,sun,93.5,149.3,728.6,8.1,22.9,39,4.9,0.0,48.55,Autumn,0,979.5000000000001,0.5725,112.21000000000001,3.7325000000000004,9,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,3
7,5,oct,mon,91.7,48.5,696.1,11.1,16.1,44,4.0,0.0,49.37,Autumn,0,847.4,0.3577777777777778,64.4,1.0777777777777777,10,-0.8660254037844386,0.5000000000000001,1,0.7818314824680298,0.6234898018587336,2
8,6,aug,sat,92.2,81.8,480.8,11.9,20.1,34,4.5,0.0,58.3,Summer,0,666.6999999999999,0.5742857142857143,90.45,2.337142857142857,8,-0.8660254037844385,-0.5000000000000004,6,-0.7818314824680299,0.6234898018587334,0
4,6,sep,sun,93.5,149.3,728.6,8.1,28.3,26,3.1,0.0,64.1,Autumn,0,979.5000000000001,1.0481481481481483,87.73,5.52962962962963,9,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,3
8,6,aug,sat,92.2,81.8,480.8,11.9,16.4,43,4.0,0.0,71.3,Summer,0,666.6999999999999,0.3727272727272727,65.6,1.8590909090909091,8,-0.8660254037844385,-0.5000000000000004,6,-0.7818314824680299,0.6234898018587334,0
4,4,sep,wed,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,88.49,Autumn,0,935.0000000000001,1.2,118.8,6.0590909090909095,9,-1.0,-1.8369701987210297e-16,3,0.43388373911755823,-0.900968867902419,3
1,5,sep,sun,93.5,149.3,728.6,8.1,27.8,27,3.1,0.0,95.18,Autumn,0,979.5000000000001,0.9928571428571429,86.18,5.332142857142857,9,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,1
